#GRM188R61E106MA73
#In Production
#2019/08/29
#c_dcbias_capacitance
#capacitance, 25.0degC, AC1Vrms
ESR_mOhm,3,
ESL_nH,0.5,
DC Bias[V],Capacitance[F],
17.0,1.0093826917883238E-6
17.125,1.0007985430931316E-6
17.25,9.924527586931006E-7
17.375,9.843476816580037E-7
17.5,9.76485449824845E-7
17.625,9.688679772686538E-7
17.75,9.614969358588766E-7
17.875,9.543737367608528E-7
18.0,9.474995117336499E-7
18.125,9.408750940689058E-7
18.25,9.345009990075991E-7
18.375,9.283774034675149E-7
18.5,9.225041249076182E-7
18.625,9.168805991534809E-7
18.75,9.115058570040725E-7
18.875,9.063784994399356E-7
19.0,9.014966712524916E-7
19.125,8.968580329174276E-7
19.25,8.924597305381665E-7
19.375,8.882983636934517E-7
19.5,8.84369951031797E-7
19.625,8.806698934685218E-7
19.75,8.771929348573105E-7
19.875,8.739331200292505E-7
20.0,8.708837501167941E-7
20.125,8.680373351115555E-7
20.25,8.653855436410603E-7
20.375,8.629191499936547E-7
20.5,8.606279784718137E-7
20.625,8.585008452141191E-7
20.75,8.565254976953635E-7
20.875,8.546885521939779E-7
21.0,8.529754296066838E-7
21.125,8.513702900937559E-7
21.25,8.498559671532676E-7
21.375,8.484139018537388E-7
21.5,8.470240780964641E-7
21.625,8.456649599396245E-7
21.75,8.443134321864374E-7
21.875,8.429447456284115E-7
22.0,8.415324685352849E-7
22.125,8.400484461938401E-7
22.25,8.384627705219091E-7
22.375,8.367437620111678E-7
22.5,8.348579664844304E-7
22.625,8.32770169383261E-7
22.75,8.304434305193949E-7
22.875,8.278391424305752E-7
23.0,8.249171156558296E-7
23.125,8.216356943860374E-7
23.25,8.179519060372564E-7
23.375,8.138216483158356E-7
23.5,8.091999172915961E-7
23.625,8.040410798380124E-7
23.75,7.982991935268347E-7
23.875,7.91928376652745E-7
24.0,7.848832304969877E-7
24.125,7.771193151914061E-7
24.25,7.685936796047669E-7
24.375,7.592654445242533E-7
24.5,7.490964370311427E-7
24.625,7.380518723756013E-7
24.75,7.261010778366794E-7
24.875,7.132182510253544E-7
25.0,6.993832428767321E-7
