#KRM31KC72A475KH01,,
#In Production,,
#2026/03/07,,
#c_dcbias_capacitance,,
#capacitance  25.0degC  AC1Vrms,,
ESR_mOhm,10,
ESL_nH,2,
DC Bias[V],Capacitance[F],
0.0,4.34915E-6,
0.5,4.346140355485316E-6,
1.0,4.338943058105623E-6,
1.5,4.327761796611463E-6,
2.0,4.312804266427789E-6,
2.5,4.294280619054591E-6,
3.0,4.272402033208282E-6,
3.5,4.247379409304669E-6,
4.0,4.219422187179512E-6,
4.5,4.188737285463397E-6,
5.0,4.155528159766541E-6,
5.5,4.119993975775746E-6,
6.0,4.082328892507341E-6,
6.5,4.042721450282041E-6,
7.0,4.001354057474817E-6,
7.5,3.958402569728758E-6,
8.0,3.914035955090674E-6,
8.5,3.8684160384112845E-6,
9.0,3.821697318339228E-6,
9.5,3.7740268503106294E-6,
10.0,3.725544189080883E-6,
10.5,3.676381384549639E-6,
11.0,3.626663024881916E-6,
11.5,3.5765063212171288E-6,
12.0,3.5260212285740238E-6,
12.5,3.475310597894534E-6,
13.0,3.4244703545161525E-6,
13.5,3.3735896987139847E-6,
14.0,3.3227513243049935E-6,
14.5,3.2720316516533575E-6,
15.0,3.221501071753697E-6,
15.5,3.171224198395207E-6,
16.0,3.1212601257220365E-6,
16.5,3.0716626888019207E-6,
17.0,3.0224807250947852E-6,
17.5,2.97375833497501E-6,
18.0,2.9255351397048533E-6,
18.5,2.8778465354820817E-6,
19.0,2.8307239423922018E-6,
19.5,2.7841950472854123E-6,
20.0,2.7382840397707457E-6,
20.5,2.693011840675836E-6,
21.0,2.6483963224608612E-6,
21.5,2.6044525212004997E-6,
22.0,2.56119283985898E-6,
22.5,2.518627242681546E-6,
23.0,2.476763440611712E-6,
23.5,2.435607067718628E-6,
24.0,2.3951618486834654E-6,
24.5,2.3554297574490213E-6,
25.0,2.316411167183455E-6,
25.5,2.2781049917480896E-6,
26.0,2.2405088188913154E-6,
26.5,2.203619035416495E-6,
27.0,2.1674309445921482E-6,
27.5,2.1319388760881086E-6,
28.0,2.0971362887325646E-6,
