#GRM21BR61E226ME44,,
#,,
#,,
#c_dcbias_capacitance,,
#capacitance 25.0degC AC0.5Vrms,,
ESR_mOhm,3,
ESL_nH,0.5,
DC Bias[V],Capacitance[F],
0.0,2.0902999999999996E-5
0.125,2.101170321088622E-5
0.25,2.1068272578044834E-5
0.375,2.107521356452305E-5
0.5,2.1035300657578004E-5
0.625,2.095151518450669E-5
0.75,2.0826986778829516E-5
0.875,2.066493925849305E-5
1.0,2.0468641448492725E-5
1.125,2.0241363273600662E-5
1.25,1.9986337265747077E-5
1.375,1.9706725476464145E-5
1.5,1.940559165774253E-5
1.625,1.9085878473713624E-5
1.75,1.875038942901583E-5
1.875,1.8401775145258817E-5
2.0,1.8042523582070503E-5
2.125,1.767495378105517E-5
2.25,1.7301212706859836E-5
2.375,1.6923274766795498E-5
2.5,1.654294360662462E-5
2.625,1.6161855802974375E-5
2.75,1.5781486100395942E-5
2.875,1.540315387166525E-5
3.0,1.5028030512085384E-5
3.125,1.4657147511136717E-5
3.25,1.4291404976901903E-5
3.375,1.3931580419556274E-5
3.5,1.3578337629339128E-5
3.625,1.323223551144813E-5
3.75,1.2893736765006036E-5
3.875,1.2563216315525545E-5
4.0,1.22409694301244E-5
4.125,1.1927219462167207E-5
4.25,1.1622125187134406E-5
4.375,1.132578770447939E-5
4.5,1.1038256891194726E-5
4.625,1.0759537401943531E-5
4.75,1.0489594218104495E-5
4.875,1.022835775411102E-5
5.0,9.97572853421194E-6
5.125,9.731581456411884E-6
5.25,9.49576966301976E-6
5.375,9.26812803908779E-6
5.5,9.048476361192502E-6
5.625,8.836622119609315E-6
5.75,8.632363037068877E-6
5.875,8.43548930704597E-6
6.0,8.245785574001417E-6
6.125,8.063032677240543E-6
6.25,7.88700917912747E-6
6.375,7.717492697351524E-6
6.5,7.5542610598201855E-6
6.625,7.397093299587329E-6
6.75,7.245770506041765E-6
6.875,7.100076547401991E-6
7.0,6.9597986784052785E-6
7.125,6.824728045956114E-6
7.25,6.694660104420052E-6
7.375,6.569394951221419E-6
7.5,6.448737592431535E-6
7.625,6.332498147120983E-6
7.75,6.220491998396114E-6
7.875,6.112539898246403E-6
8.0,6.008468032594775E-6
8.125,5.908108052265303E-6
8.25,5.811297074960662E-6
8.375,5.7178776627712985E-6
8.5,5.627697779218086E-6
8.625,5.540610729356678E-6
8.75,5.456475086041184E-6
8.875,5.37515460505578E-6
9.0,5.296518131470674E-6
9.125,5.22043949926167E-6
9.25,5.146797425947806E-6
9.375,5.075475403745277E-6
9.5,5.006361588507456E-6
9.625,4.939348687516395E-6
9.75,4.874333847009417E-6
9.875,4.811218540163482E-6
10.0,4.749908456116768E-6
10.125,4.690313390482044E-6
10.25,4.632347137695808E-6
10.375,4.575927385450876E-6
10.5,4.520975611377283E-6
10.625,4.467416982063898E-6
10.75,4.415180254452521E-6
10.875,4.3641976795838795E-6
11.0,4.314404908632498E-6
11.125,4.265740901131949E-6
11.25,4.218147835263787E-6
11.375,4.171571020062594E-6
11.5,4.125958809372847E-6
11.625,4.081262517383835E-6
11.75,4.037436335562452E-6
11.875,3.994437250802423E-6
12.0,3.952224964610848E-6
12.125,3.910761813158248E-6
12.25,3.870012688026897E-6
12.375,3.829944957503145E-6
12.5,3.7905283882724893E-6
12.625,3.7517350673905036E-6
12.75,3.7135393244197197E-6
12.875,3.675917653638672E-6
13.0,3.6388486362482192E-6
13.125,3.6023128625179828E-6
13.25,3.566292853834322E-6
13.375,3.53077298462998E-6
13.5,3.4957394041928203E-6
13.625,3.461179958368899E-6
13.75,3.4270841111914085E-6
13.875,3.3934428664821606E-6
14.0,3.3602486894866797E-6
14.125,3.327495428616497E-6
14.25,3.295178237383304E-6
14.375,3.2632934966194397E-6
14.5,3.231838737086177E-6
14.625,3.2008125625779445E-6
14.75,3.170214573633965E-6
14.875,3.1400452919706736E-6
15.0,3.110306085749203E-6
15.125,3.0809990957894356E-6
15.25,3.0521271628386444E-6
15.375,3.0236937559973045E-6
15.5,2.995702902397613E-6
15.625,2.96815911822007E-6
15.75,2.9410673411239956E-6
15.875,2.914432864155456E-6
16.0,2.888261271181496E-6
16.125,2.8625583738869693E-6
16.25,2.837330150351953E-6
16.375,2.8125826852130433E-6
16.5,2.7883221113926056E-6
16.625,2.7645545533632085E-6
16.75,2.741286071894184E-6
16.875,2.7185226102093586E-6
17.0,2.696269941465209E-6
17.125,2.674533617438302E-6
17.25,2.653318918293361E-6
17.375,2.632630803282427E-6
17.5,2.61247386220722E-6
17.625,2.592852267459386E-6
17.75,2.573769726434048E-6
17.875,2.5552294340968162E-6
18.0,2.5372340254671845E-6
18.125,2.5197855277675937E-6
18.25,2.502885311972996E-6
18.375,2.4865340434846474E-6
18.5,2.470731631640654E-6
18.625,2.455477177768947E-6
18.75,2.4407689214804386E-6
18.875,2.426604184898207E-6
19.0,2.4129793145170367E-6
19.125,2.3998896203905734E-6
19.25,2.3873293123488726E-6
19.375,2.3752914329607206E-6
19.5,2.3637677869697676E-6
19.625,2.352748866953471E-6
19.75,2.3422237749809224E-6
19.875,2.3321801400798124E-6
20.0,2.3226040313619735E-6
20.125,2.3134798667085435E-6
20.25,2.3047903169742594E-6
20.375,2.296516205739778E-6
20.5,2.2886364047244553E-6
20.625,2.281127725065596E-6
20.75,2.2739648047804006E-6
20.875,2.267119992852582E-6
21.0,2.260563230525803E-6
21.125,2.2542619305497027E-6
21.25,2.248180855303624E-6
21.375,2.2422819949211985E-6
21.5,2.236524446767331E-6
21.625,2.2308642978596458E-6
21.75,2.2252545120960055E-6
21.875,2.219644824440349E-6
22.0,2.2139816445314215E-6
22.125,2.2082079725106194E-6
22.25,2.2022633302189545E-6
22.375,2.196083711276201E-6
22.5,2.189601553935444E-6
22.625,2.182745740983391E-6
22.75,2.1754416313395428E-6
