#GRM155R62A104ME14,,
#In Production,,
#2026/03/07,,
#c_dcbias_capacitance,,
#capacitance  25.0degC  AC1.0Vrms,,
ESR_mOhm,20,
ESL_nH,0.2,
DC Bias[V],Capacitance[F],
0.0,1.0045666666666667E-7,
0.5,9.921990920632465E-8,
1.0,9.87460323870847E-8,
1.5,9.869437379413075E-8,
2.0,9.88361415260889E-8,
2.5,9.90157544292381E-8,
3.0,9.912804725706378E-8,
3.5,9.910391374018224E-8,
4.0,9.890067217269455E-8,
4.5,9.849522564827269E-8,
5.0,9.787898336091222E-8,
5.5,9.705396922938089E-8,
6.0,9.602978507828896E-8,
6.5,9.482122366607717E-8,
7.0,9.344639592260706E-8,
7.5,9.192527495907148E-8,
8.0,9.027858156798653E-8,
8.5,8.852694985285836E-8,
9.0,8.669032137003914E-8,
9.5,8.478752376828335E-8,
10.0,8.283599634736825E-8,
10.5,8.085163065197908E-8,
11.0,7.884869933299345E-8,
11.5,7.683985109312743E-8,
12.0,7.483615359686368E-8,
12.5,7.284716977143571E-8,
13.0,7.088105597204422E-8,
13.5,6.89446730586989E-8,
14.0,6.704370357286274E-8,
14.5,6.518276995476989E-8,
15.0,6.336555015534568E-8,
15.5,6.159488811822026E-8,
16.0,5.987289748325609E-8,
16.5,5.82010575352157E-8,
17.0,5.658030092701593E-8,
17.5,5.501109307889732E-8,
18.0,5.349350342036073E-8,
18.5,5.202726882404602E-8,
19.0,5.061184969890113E-8,
19.5,4.924647927950889E-8,
20.0,4.793020668176119E-8,
20.5,4.666193430204075E-8,
21.0,4.544045012541967E-8,
21.5,4.426445548407395E-8,
22.0,4.313258877467798E-8,
22.5,4.204344560640737E-8,
23.0,4.0995595811844054E-8,
23.5,3.998759771335111E-8,
24.0,3.901800999864746E-8,
24.5,3.808540152218695E-8,
25.0,3.7188359314119615E-8,
25.5,3.632549504631619E-8,
26.0,3.549545017539795E-8,
26.5,3.4696899955857736E-8,
27.0,3.392855649218098E-8,
27.5,3.3189170977219074E-8,
28.0,3.247753524478118E-8,
28.5,3.1792482747317356E-8,
29.0,3.113288905447386E-8,
29.5,3.049767195503311E-8,
30.0,2.988579123311751E-8,
30.5,2.9296248179359643E-8,
31.0,2.8728084888890418E-8,
31.5,2.8180383390283177E-8,
32.0,2.7652264642905415E-8,
32.5,2.7142887434354952E-8,
33.0,2.665144720465022E-8,
33.5,2.6177174819549024E-8,
34.0,2.5719335311663597E-8,
34.5,2.5277226604867208E-8,
35.0,2.485017823476388E-8,
35.5,2.443755007567337E-8,
36.0,2.4038731082602912E-8,
36.5,2.3653138054991845E-8,
37.0,2.3280214427592478E-8,
37.5,2.2919429092640267E-8,
38.0,2.257027525645204E-8,
38.5,2.2232269332741475E-8,
39.0,2.1904949874217358E-8,
39.5,2.1587876543456307E-8,
40.0,2.1280629123527058E-8,
40.5,2.098280656846056E-8,
41.0,2.0694026093325284E-8,
41.5,2.041392230339138E-8,
42.0,2.0142146361675223E-8,
42.5,1.9878365193971417E-8,
43.0,1.9622260730360904E-8,
43.5,1.9373529182087378E-8,
44.0,1.913188035262036E-8,
44.5,1.889703698168036E-8,
45.0,1.8668734120972625E-8,
45.5,1.844671854036433E-8,
46.0,1.8230748163235444E-8,
46.5,1.8020591529748922E-8,
47.0,1.781602728680096E-8,
47.5,1.761684370343819E-8,
48.0,1.7422838210556917E-8,
48.5,1.723381696373422E-8,
49.0,1.7049594428077088E-8,
49.5,1.6869992984016564E-8,
50.0,1.669484255300836E-8,
50.5,1.6523980242147056E-8,
51.0,1.6357250006742325E-8,
51.5,1.6194502329940685E-8,
52.0,1.6035593918525368E-8,
52.5,1.5880387414057364E-8,
53.0,1.5728751118568163E-8,
53.5,1.5580558734047686E-8,
54.0,1.543568911500711E-8,
54.5,1.5294026033436374E-8,
55.0,1.5155457955505173E-8,
55.5,1.5019877829394127E-8,
56.0,1.4887182883669276E-8,
56.5,1.4757274435648011E-8,
57.0,1.4630057709231029E-8,
57.5,1.4505441661701902E-8,
58.0,1.4383338819025534E-8,
58.5,1.426366511919658E-8,
59.0,1.414633976321909E-8,
59.5,1.4031285073313393E-8,
60.0,1.3918426357978435E-8,
60.5,1.3807691783545536E-8,
61.0,1.3699012251888748E-8,
61.5,1.3592321283973392E-8,
62.0,1.3487554908935316E-8,
62.5,1.3384651558409147E-8,
63.0,1.3283551965832937E-8,
63.5,1.3184199070472375E-8,
64.0,1.308653792592501E-8,
64.5,1.2990515612873471E-8,
65.0,1.2896081155870792E-8,
65.5,1.2803185443955326E-8,
66.0,1.2711781154899123E-8,
66.5,1.2621822682907506E-8,
67.0,1.2533266069595897E-8,
67.5,1.2446068938081658E-8,
68.0,1.2360190430031746E-8,
68.5,1.2275591145523917E-8,
69.0,1.2192233085578456E-8,
69.5,1.2110079597231034E-8,
70.0,1.2029095321021376E-8,
70.5,1.194924614077918E-8,
71.0,1.1870499135595711E-8,
71.5,1.1792822533876374E-8,
72.0,1.171618566937084E-8,
72.5,1.1640558939089975E-8,
73.0,1.1565913763014485E-8,
73.5,1.1492222545515024E-8,
74.0,1.1419458638397279E-8,
74.5,1.1347596305501106E-8,
75.0,1.1276610688775117E-8,
75.5,1.120647777576225E-8,
76.0,1.113717436842757E-8,
76.5,1.1068678053268719E-8,
77.0,1.1000967172647003E-8,
77.5,1.0934020797285614E-8,
78.0,1.0867818699880843E-8,
78.5,1.0802341329775117E-8,
79.0,1.0737569788644501E-8,
79.5,1.0673485807155695E-8,
80.0,1.061007172254648E-8,
80.5,1.0547310457092636E-8,
81.0,1.048518549741746E-8,
81.5,1.042368087461106E-8,
82.0,1.0362781145119617E-8,
82.5,1.0302471372375079E-8,
83.0,1.0242737109129743E-8,
83.5,1.0183564380467992E-8,
84.0,1.0124939667462897E-8,
84.5,1.0066849891454224E-8,
85.0,1.000928239891668E-8,
85.5,9.952224946897957E-9,
